,Causa_Direta,Natureza,Interrupcao (h),Hora
1612,Via Permanente,Descarrilamento,6.9,15
1613,Interferência de Terceiro,Atropelamento,3.0,16
1614,Interferência de Terceiro,Abalroamento,0.5,7
1615,Interferência de Terceiro,Abalroamento,0.0,15
1616,Interferência de Terceiro,Abalroamento,0.8,8
1617,Interferência de Terceiro,Abalroamento,2.0,9
1618,Interferência de Terceiro,Atropelamento,0.0,10
1619,Via Permanente,Descarrilamento,1.9,15
1620,Via Permanente,Descarrilamento,0.0,9
1621,Interferência de Terceiro,Abalroamento,1.3,17
1622,Via Permanente,Descarrilamento,7.0,15
1623,Falha Humana,Descarrilamento,0.0,9
1624,Via Permanente,Descarrilamento,2.1,15
1625,Via Permanente,Descarrilamento,6.8,9
1626,Interferência de Terceiro,Atropelamento,0.9,3
1627,Interferência de Terceiro,Atropelamento,1.0,14
1628,Interferência de Terceiro,Abalroamento,1.9,10
1629,Interferência de Terceiro,Atropelamento,4.0,14
1630,Interferência de Terceiro,Atropelamento,0.0,17
1631,Interferência de Terceiro,Abalroamento,4.3,10
1632,Interferência de Terceiro,Abalroamento,1.0,7
1633,Interferência de Terceiro,Abalroamento,2.0,15
1634,Via Permanente,Descarrilamento,0.0,13
1635,Interferência de Terceiro,Atropelamento,1.0,20
1636,Interferência de Terceiro,Atropelamento,2.0,23
1637,Interferência de Terceiro,Atropelamento,0.0,6
1638,Via Permanente,Colisão,2.5,8
1639,Interferência de Terceiro,Atropelamento,0.1,15
1640,Via Permanente,Descarrilamento,0.0,22
1641,Interferência de Terceiro,Atropelamento,0.0,2
1642,Interferência de Terceiro,Atropelamento,1.9,7
1643,Interferência de Terceiro,Atropelamento,0.5,16
1644,Interferência de Terceiro,Incêndio,0.0,18
1645,Via Permanente,Descarrilamento,14.1,20
1646,Via Permanente,Descarrilamento,19.0,2
1647,Interferência de Terceiro,Atropelamento,0.0,11
1648,Interferência de Terceiro,Abalroamento,2.0,16
1649,Interferência de Terceiro,Abalroamento,2.3,17
1650,Interferência de Terceiro,Abalroamento,1.4,17
1651,Interferência de Terceiro,Incêndio,0.0,20
1652,Interferência de Terceiro,Atropelamento,0.0,21
1653,Interferência de Terceiro,Atropelamento,0.0,13
1654,Interferência de Terceiro,Atropelamento,0.5,2
1655,Interferência de Terceiro,Atropelamento,2.0,19
1656,Material Rodante,Descarrilamento,0.0,21
1657,Via Permanente,Descarrilamento,6.1,10
1658,Interferência de Terceiro,Abalroamento,1.0,15
1659,Interferência de Terceiro,Atropelamento,1.1,6
1660,Interferência de Terceiro,Abalroamento,1.0,14
1661,Interferência de Terceiro,Atropelamento,0.0,17
1662,Interferência de Terceiro,Abalroamento,1.5,18
1663,Interferência de Terceiro,Atropelamento,0.0,4
1664,Interferência de Terceiro,Abalroamento,0.3,15
1665,Interferência de Terceiro,Abalroamento,0.9,16
1666,Interferência de Terceiro,Atropelamento,0.5,20
1667,Casos Fortuitos ou de Força Maior,Descarrilamento,4.9,6
1668,Via Permanente,Descarrilamento,2.0,10
1669,Interferência de Terceiro,Abalroamento,1.0,17
1670,Interferência de Terceiro,Abalroamento,2.5,15
1671,Interferência de Terceiro,Abalroamento,1.0,16
1672,Interferência de Terceiro,Abalroamento,1.0,18
1673,Interferência de Terceiro,Atropelamento,1.0,0
1674,Via Permanente,Descarrilamento,10.0,13
1675,Via Permanente,Descarrilamento,25.0,14
1676,Interferência de Terceiro,Abalroamento,1.1,21
1677,Interferência de Terceiro,Atropelamento,1.3,21
1678,Interferência de Terceiro,Abalroamento,0.0,6
1679,Interferência de Terceiro,Abalroamento,0.2,5
1680,Interferência de Terceiro,Atropelamento,2.5,9
1681,Interferência de Terceiro,Abalroamento,1.2,18
1682,Casos Fortuitos ou de Força Maior,Descarrilamento,26.1,2
1683,Via Permanente,Descarrilamento,0.0,0
1684,Interferência de Terceiro,Atropelamento,1.5,12
1685,Interferência de Terceiro,Abalroamento,0.5,1
1686,Interferência de Terceiro,Atropelamento,0.5,7
1687,Via Permanente,Descarrilamento,19.6,17
1688,Interferência de Terceiro,Abalroamento,0.0,12
1689,Interferência de Terceiro,Abalroamento,0.1,2
1690,Interferência de Terceiro,Atropelamento,0.0,10
1691,Interferência de Terceiro,Atropelamento,1.0,19
1692,Interferência de Terceiro,Abalroamento,2.4,6
1693,Via Permanente,Descarrilamento,6.7,14
1694,Interferência de Terceiro,Atropelamento,1.0,21
1695,Interferência de Terceiro,Atropelamento,0.0,12
1696,Interferência de Terceiro,Atropelamento,1.8,19
1697,Interferência de Terceiro,Atropelamento,0.0,21
1698,Interferência de Terceiro,Atropelamento,1.5,1
1699,Interferência de Terceiro,Abalroamento,0.0,6
1700,Interferência de Terceiro,Abalroamento,2.0,16
1701,Via Permanente,Descarrilamento,0.0,18
1702,Interferência de Terceiro,Abalroamento,4.0,10
1703,Interferência de Terceiro,Abalroamento,3.5,18
1704,Interferência de Terceiro,Atropelamento,0.1,10
1705,Interferência de Terceiro,Abalroamento,0.5,21
1706,Interferência de Terceiro,Atropelamento,0.0,0
1707,Interferência de Terceiro,Abalroamento,0.6,7
1708,Via Permanente,Descarrilamento,21.3,9
1709,Interferência de Terceiro,Abalroamento,1.2,1
1710,Via Permanente,Descarrilamento,4.2,10
1711,Interferência de Terceiro,Atropelamento,2.0,11
1712,Via Permanente,Descarrilamento,13.7,13
1713,Interferência de Terceiro,Abalroamento,3.0,5
1714,Material Rodante,Descarrilamento,28.3,16
1715,Interferência de Terceiro,Atropelamento,0.3,2
1716,Interferência de Terceiro,Atropelamento,0.2,11
1717,Interferência de Terceiro,Abalroamento,0.7,17
1718,Interferência de Terceiro,Abalroamento,0.0,17
1719,Interferência de Terceiro,Atropelamento,0.0,1
1720,Via Permanente,Descarrilamento,25.0,6
1721,Via Permanente,Descarrilamento,15.0,8
1722,Interferência de Terceiro,Abalroamento,2.1,22
1723,Via Permanente,Descarrilamento,5.6,13
1724,Interferência de Terceiro,Atropelamento,0.2,13
1725,Interferência de Terceiro,Atropelamento,2.2,1
1726,Interferência de Terceiro,Abalroamento,2.5,12
1727,Interferência de Terceiro,Abalroamento,1.0,15
1728,Via Permanente,Descarrilamento,2.0,3
1729,Interferência de Terceiro,Abalroamento,0.8,14
1730,Interferência de Terceiro,Atropelamento,2.5,19
1731,Interferência de Terceiro,Abalroamento,1.9,23
1732,Interferência de Terceiro,Atropelamento,1.8,1
1733,Interferência de Terceiro,Abalroamento,1.0,14
1734,Interferência de Terceiro,Atropelamento,0.2,18
1735,Interferência de Terceiro,Abalroamento,0.0,21
1736,Via Permanente,Descarrilamento,4.5,0
1737,Interferência de Terceiro,Atropelamento,0.0,16
1738,Interferência de Terceiro,Abalroamento,0.5,19
1739,Interferência de Terceiro,Abalroamento,0.0,0
1740,Via Permanente,Descarrilamento,16.2,13
1741,Interferência de Terceiro,Abalroamento,1.5,20
1742,Interferência de Terceiro,Abalroamento,0.0,20
1743,Interferência de Terceiro,Abalroamento,0.0,9
1744,Interferência de Terceiro,Abalroamento,1.8,16
1745,Interferência de Terceiro,Abalroamento,0.0,18
1746,Interferência de Terceiro,Atropelamento,1.0,0
1747,Via Permanente,Descarrilamento,3.6,12
1748,Falha Humana,Descarrilamento,1.4,7
1749,Outras Causas,Descarrilamento,23.0,7
1750,Interferência de Terceiro,Abalroamento,2.3,9
1751,Via Permanente,Descarrilamento,28.0,17
1752,Interferência de Terceiro,Abalroamento,1.0,20
1753,Via Permanente,Descarrilamento,7.6,23
1754,Interferência de Terceiro,Atropelamento,1.0,15
1755,Interferência de Terceiro,Atropelamento,4.5,22
1756,Falha Humana,Descarrilamento,0.0,10
1757,Interferência de Terceiro,Abalroamento,1.0,13
1758,Interferência de Terceiro,Atropelamento,0.0,18
1759,Interferência de Terceiro,Abalroamento,0.2,4
1760,Interferência de Terceiro,Abalroamento,0.0,18
1761,Material Rodante,Descarrilamento,0.0,21
1762,Via Permanente,Descarrilamento,5.0,23
1763,Interferência de Terceiro,Atropelamento,3.0,0
1764,Interferência de Terceiro,Atropelamento,3.0,2
1765,Interferência de Terceiro,Atropelamento,0.1,8
1766,Interferência de Terceiro,Atropelamento,0.0,11
1767,Interferência de Terceiro,Atropelamento,1.0,19
1768,Interferência de Terceiro,Atropelamento,1.5,9
1769,Interferência de Terceiro,Atropelamento,1.0,21
1770,Casos Fortuitos ou de Força Maior,Colisão,7.3,12
1771,Via Permanente,Descarrilamento,17.2,12
1772,Interferência de Terceiro,Atropelamento,0.5,20
1773,Casos Fortuitos ou de Força Maior,Descarrilamento,5.9,20
1774,Interferência de Terceiro,Abalroamento,1.3,6
1775,Via Permanente,Descarrilamento,13.0,10
1776,Interferência de Terceiro,Abalroamento,3.2,6
1777,Interferência de Terceiro,Abalroamento,1.0,17
1778,Interferência de Terceiro,Atropelamento,5.8,10
1779,Via Permanente,Descarrilamento,6.2,18
1780,Interferência de Terceiro,Abalroamento,0.1,5
1781,Interferência de Terceiro,Atropelamento,1.5,18
1782,Interferência de Terceiro,Abalroamento,0.0,5
1783,Interferência de Terceiro,Atropelamento,0.0,7
1784,Interferência de Terceiro,Abalroamento,3.2,17
1785,Interferência de Terceiro,Atropelamento,1.0,6
1786,Via Permanente,Descarrilamento,5.0,13
1787,Interferência de Terceiro,Atropelamento,0.1,16
1788,Interferência de Terceiro,Abalroamento,0.0,17
1789,Interferência de Terceiro,Atropelamento,1.8,18
1790,Interferência de Terceiro,Atropelamento,38.0,7
1791,Interferência de Terceiro,Abalroamento,0.8,20
1792,Material Rodante,Descarrilamento,0.0,1
1793,Interferência de Terceiro,Abalroamento,2.1,10
1794,Via Permanente,Descarrilamento,5.3,11
1795,Interferência de Terceiro,Atropelamento,0.0,9
1796,Interferência de Terceiro,Atropelamento,1.5,10
1797,Via Permanente,Descarrilamento,8.3,9
1798,Interferência de Terceiro,Abalroamento,0.2,9
1799,Interferência de Terceiro,Atropelamento,1.0,18
1800,Interferência de Terceiro,Abalroamento,0.3,20
1801,Via Permanente,Descarrilamento,10.9,2
1802,Interferência de Terceiro,Atropelamento,2.0,10
1803,Casos Fortuitos ou de Força Maior,Colisão,3.9,13
1804,Via Permanente,Descarrilamento,2.0,20
1805,Interferência de Terceiro,Atropelamento,1.0,21
1806,Interferência de Terceiro,Abalroamento,0.0,14
1807,Interferência de Terceiro,Atropelamento,0.3,15
1808,Via Permanente,Descarrilamento,16.5,10
1809,Interferência de Terceiro,Atropelamento,4.0,11
1810,Interferência de Terceiro,Abalroamento,0.0,13
1811,Via Permanente,Descarrilamento,12.9,14
1812,Via Permanente,Descarrilamento,29.1,12
1813,Interferência de Terceiro,Atropelamento,1.8,5
1814,Interferência de Terceiro,Abalroamento,0.4,11
1815,Interferência de Terceiro,Abalroamento,1.0,13
1816,Interferência de Terceiro,Abalroamento,0.4,13
1817,Via Permanente,Descarrilamento,6.0,1
1818,Via Permanente,Descarrilamento,5.4,7
1819,Interferência de Terceiro,Abalroamento,1.4,9
1820,Via Permanente,Descarrilamento,27.0,18
1821,Casos Fortuitos ou de Força Maior,Descarrilamento,0.0,22
1822,Via Permanente,Descarrilamento,10.0,13
1823,Interferência de Terceiro,Atropelamento,4.5,10
1824,Interferência de Terceiro,Atropelamento,1.2,16
1825,Interferência de Terceiro,Atropelamento,1.5,21
1826,Interferência de Terceiro,Abalroamento,0.0,12
1827,Interferência de Terceiro,Atropelamento,0.2,2
1828,Via Permanente,Descarrilamento,7.0,6
1829,Via Permanente,Descarrilamento,0.0,20
1830,Interferência de Terceiro,Abalroamento,0.9,7
1831,Interferência de Terceiro,Abalroamento,4.0,7
1832,Interferência de Terceiro,Abalroamento,0.3,9
1833,Interferência de Terceiro,Abalroamento,0.5,18
1834,Interferência de Terceiro,Abalroamento,0.2,4
1835,Interferência de Terceiro,Abalroamento,0.2,14
1836,Interferência de Terceiro,Atropelamento,2.8,18
1837,Interferência de Terceiro,Abalroamento,0.0,5
1838,Interferência de Terceiro,Atropelamento,0.7,22
1839,Interferência de Terceiro,Atropelamento,0.5,0
1840,Interferência de Terceiro,Abalroamento,1.5,0
1841,Via Permanente,Descarrilamento,26.0,2
1842,Interferência de Terceiro,Abalroamento,3.8,17
1843,Interferência de Terceiro,Atropelamento,1.0,2
1844,Interferência de Terceiro,Abalroamento,2.7,7
1845,Interferência de Terceiro,Atropelamento,0.0,0
1846,Interferência de Terceiro,Abalroamento,0.5,14
1847,Interferência de Terceiro,Abalroamento,1.4,17
1848,Interferência de Terceiro,Atropelamento,2.2,18
1849,Interferência de Terceiro,Abalroamento,0.4,7
1850,Via Permanente,Descarrilamento,3.3,19
1851,Via Permanente,Descarrilamento,4.1,23
1852,Falha Humana,Descarrilamento,7.1,11
1853,Interferência de Terceiro,Abalroamento,0.0,15
1854,Interferência de Terceiro,Atropelamento,3.3,22
1855,Interferência de Terceiro,Atropelamento,0.0,8
1856,Interferência de Terceiro,Abalroamento,1.4,20
1857,Interferência de Terceiro,Atropelamento,2.0,0
1858,Via Permanente,Descarrilamento,10.8,10
1859,Interferência de Terceiro,Atropelamento,2.9,11
1860,Via Permanente,Descarrilamento,0.0,14
1861,Interferência de Terceiro,Abalroamento,0.9,16
1862,Interferência de Terceiro,Atropelamento,2.5,20
1863,Interferência de Terceiro,Atropelamento,0.0,4
1864,Interferência de Terceiro,Abalroamento,1.0,8
1865,Via Permanente,Descarrilamento,12.0,10
1866,Interferência de Terceiro,Abalroamento,0.0,18
1867,Interferência de Terceiro,Abalroamento,3.0,8
1868,Interferência de Terceiro,Abalroamento,3.2,14
1869,Interferência de Terceiro,Atropelamento,1.5,12
1870,Interferência de Terceiro,Abalroamento,0.0,14
1871,Interferência de Terceiro,Atropelamento,0.0,17
1872,Interferência de Terceiro,Abalroamento,0.1,18
1873,Interferência de Terceiro,Abalroamento,0.0,17
1874,Interferência de Terceiro,Atropelamento,2.1,10
1875,Interferência de Terceiro,Atropelamento,3.8,9
1876,Casos Fortuitos ou de Força Maior,Descarrilamento,0.0,6
1877,Interferência de Terceiro,Atropelamento,0.0,2
1878,Interferência de Terceiro,Abalroamento,2.0,22
1879,Interferência de Terceiro,Abalroamento,1.1,2
1880,Interferência de Terceiro,Abalroamento,2.3,3
1881,Interferência de Terceiro,Atropelamento,0.0,15
1882,Interferência de Terceiro,Abalroamento,1.1,18
1883,Interferência de Terceiro,Atropelamento,0.0,0
1884,Interferência de Terceiro,Atropelamento,1.0,5
1885,Interferência de Terceiro,Abalroamento,2.0,9
1886,Interferência de Terceiro,Abalroamento,0.1,17
1887,Interferência de Terceiro,Atropelamento,0.0,18
1888,Via Permanente,Descarrilamento,37.4,10
1889,Interferência de Terceiro,Atropelamento,3.3,19
1890,Material Rodante,Descarrilamento,4.7,15
1891,Interferência de Terceiro,Abalroamento,6.2,6
1892,Via Permanente,Descarrilamento,0.0,7
1893,Via Permanente,Descarrilamento,19.1,5
1894,Interferência de Terceiro,Abalroamento,0.0,7
1895,Interferência de Terceiro,Abalroamento,2.4,23
1896,Interferência de Terceiro,Abalroamento,1.9,12
1897,Interferência de Terceiro,Abalroamento,0.6,16
1898,Interferência de Terceiro,Abalroamento,1.7,0
1899,Interferência de Terceiro,Abalroamento,0.1,15
1900,Interferência de Terceiro,Abalroamento,0.0,18
1901,Falha Humana,Descarrilamento,10.0,4
1902,Via Permanente,Descarrilamento,20.0,1
1903,Interferência de Terceiro,Atropelamento,2.4,7
1904,Interferência de Terceiro,Abalroamento,0.3,2
1905,Interferência de Terceiro,Abalroamento,1.0,6
1906,Interferência de Terceiro,Atropelamento,1.5,11
1907,Interferência de Terceiro,Atropelamento,0.0,12
1908,Interferência de Terceiro,Abalroamento,2.5,6
1909,Interferência de Terceiro,Abalroamento,1.0,11
1910,Via Permanente,Descarrilamento,5.0,1
1911,Interferência de Terceiro,Abalroamento,0.0,5
1912,Interferência de Terceiro,Atropelamento,0.3,11
1913,Interferência de Terceiro,Abalroamento,0.1,15
1914,Interferência de Terceiro,Abalroamento,0.3,6
1915,Interferência de Terceiro,Atropelamento,1.9,18
1916,Via Permanente,Descarrilamento,4.3,18
1917,Interferência de Terceiro,Abalroamento,1.3,21
1918,Interferência de Terceiro,Abalroamento,2.3,1
1919,Interferência de Terceiro,Abalroamento,0.0,1
1920,Interferência de Terceiro,Abalroamento,2.5,14
1921,Material Rodante,Descarrilamento,2.0,0
1922,Interferência de Terceiro,Abalroamento,3.3,3
1923,Interferência de Terceiro,Abalroamento,0.7,13
1924,Interferência de Terceiro,Atropelamento,2.0,14
1925,Interferência de Terceiro,Atropelamento,0.0,23
1926,Via Permanente,Descarrilamento,0.0,2
1927,Interferência de Terceiro,Atropelamento,0.0,3
1928,Interferência de Terceiro,Atropelamento,0.0,3
1929,Falha Humana,Descarrilamento,1.0,10
1930,Interferência de Terceiro,Atropelamento,0.0,15
1931,Interferência de Terceiro,Atropelamento,2.0,7
1932,Interferência de Terceiro,Atropelamento,0.8,8
1933,Interferência de Terceiro,Abalroamento,0.0,13
1934,Via Permanente,Descarrilamento,22.2,14
1935,Material Rodante,Descarrilamento,15.0,15
1936,Material Rodante,Descarrilamento,5.0,2
1937,Interferência de Terceiro,Abalroamento,3.8,14
1938,Interferência de Terceiro,Abalroamento,0.4,19
1939,Interferência de Terceiro,Atropelamento,0.0,21
1940,Interferência de Terceiro,Abalroamento,1.5,0
1941,Interferência de Terceiro,Atropelamento,1.0,5
1942,Interferência de Terceiro,Abalroamento,1.1,9
1943,Interferência de Terceiro,Atropelamento,4.5,10
1944,Interferência de Terceiro,Abalroamento,2.8,6
1945,Interferência de Terceiro,Atropelamento,0.0,19
1946,Material Rodante,Descarrilamento,8.0,2
1947,Interferência de Terceiro,Abalroamento,1.5,7
1948,Interferência de Terceiro,Abalroamento,1.0,10
1949,Interferência de Terceiro,Abalroamento,2.4,10
1950,Interferência de Terceiro,Abalroamento,2.0,23
1951,Interferência de Terceiro,Abalroamento,2.0,15
1952,Via Permanente,Descarrilamento,40.3,20
1953,Via Permanente,Descarrilamento,0.0,1
1954,Falha Humana,Descarrilamento,14.2,3
1955,Interferência de Terceiro,Abalroamento,0.0,16
1956,Interferência de Terceiro,Atropelamento,1.1,18
1957,Interferência de Terceiro,Abalroamento,0.7,19
1958,Material Rodante,Descarrilamento,17.3,15
1959,Interferência de Terceiro,Abalroamento,0.7,21
1960,Interferência de Terceiro,Abalroamento,1.2,9
1961,Material Rodante,Descarrilamento,6.4,12
1962,Interferência de Terceiro,Abalroamento,0.0,12
1963,Interferência de Terceiro,Atropelamento,5.0,8
1964,Interferência de Terceiro,Abalroamento,0.2,16
1965,Interferência de Terceiro,Atropelamento,2.2,4
1966,Interferência de Terceiro,Atropelamento,3.0,11
1967,Interferência de Terceiro,Abalroamento,0.1,12
1968,Interferência de Terceiro,Atropelamento,0.0,23
1969,Interferência de Terceiro,Atropelamento,3.0,14
1970,Interferência de Terceiro,Abalroamento,1.2,16
1971,Interferência de Terceiro,Abalroamento,0.0,17
1972,Interferência de Terceiro,Descarrilamento,5.4,17
1973,Interferência de Terceiro,Abalroamento,2.0,0
1974,Via Permanente,Descarrilamento,6.3,14
1975,Interferência de Terceiro,Atropelamento,0.0,22
1976,Interferência de Terceiro,Atropelamento,1.9,11
1977,Interferência de Terceiro,Abalroamento,2.0,9
1978,Interferência de Terceiro,Atropelamento,2.5,9
1979,Interferência de Terceiro,Abalroamento,0.0,22
1980,Interferência de Terceiro,Abalroamento,1.3,8
1981,Interferência de Terceiro,Atropelamento,0.3,17
1982,Interferência de Terceiro,Atropelamento,0.0,22
1983,Interferência de Terceiro,Abalroamento,0.8,5
1984,Interferência de Terceiro,Abalroamento,0.0,8
1985,Via Permanente,Descarrilamento,0.0,10
1986,Interferência de Terceiro,Atropelamento,3.5,23
1987,Interferência de Terceiro,Abalroamento,1.4,8
1988,Interferência de Terceiro,Atropelamento,0.0,19
1989,Interferência de Terceiro,Abalroamento,0.5,12
1990,Casos Fortuitos ou de Força Maior,Incêndio,0.0,12
1991,Interferência de Terceiro,Atropelamento,0.3,14
1992,Interferência de Terceiro,Abalroamento,0.0,20
1993,Interferência de Terceiro,Atropelamento,0.0,4
1994,Via Permanente,Descarrilamento,0.0,8
1995,Interferência de Terceiro,Abalroamento,0.2,18
1996,Interferência de Terceiro,Atropelamento,0.0,4
1997,Interferência de Terceiro,Atropelamento,2.0,11
1998,Interferência de Terceiro,Abalroamento,1.9,0
1999,Interferência de Terceiro,Abalroamento,0.0,17
2000,Outras Causas,Descarrilamento,0.0,21
2001,Interferência de Terceiro,Abalroamento,0.2,6
2002,Interferência de Terceiro,Abalroamento,0.0,12
2003,Via Permanente,Descarrilamento,3.3,19
2004,Interferência de Terceiro,Abalroamento,0.3,5
2005,Interferência de Terceiro,Abalroamento,0.0,19
2006,Interferência de Terceiro,Abalroamento,1.5,11
2007,Interferência de Terceiro,Atropelamento,0.8,12
2008,Interferência de Terceiro,Abalroamento,0.1,13
2009,Interferência de Terceiro,Abalroamento,0.0,5
2010,Interferência de Terceiro,Atropelamento,2.0,14
2011,Interferência de Terceiro,Abalroamento,0.8,12
2012,Via Permanente,Descarrilamento,4.7,21
2013,Interferência de Terceiro,Atropelamento,0.2,10
2014,Material Rodante,Descarrilamento,0.0,8
2015,Interferência de Terceiro,Atropelamento,1.0,12
2016,Interferência de Terceiro,Atropelamento,0.0,18
2017,Material Rodante,Descarrilamento,90.5,2
2018,Interferência de Terceiro,Abalroamento,2.7,15
2019,Interferência de Terceiro,Abalroamento,0.0,16
2020,Falha Humana,Descarrilamento,13.5,8
2021,Interferência de Terceiro,Abalroamento,1.6,10
2022,Via Permanente,Descarrilamento,18.9,13
2023,Interferência de Terceiro,Atropelamento,0.0,18
2024,Interferência de Terceiro,Abalroamento,1.0,11
2025,Interferência de Terceiro,Abalroamento,0.0,12
2026,Interferência de Terceiro,Atropelamento,1.0,23
2027,Via Permanente,Descarrilamento,24.9,15
2028,Interferência de Terceiro,Abalroamento,3.1,9
2029,Interferência de Terceiro,Abalroamento,0.0,12
2030,Interferência de Terceiro,Descarrilamento,7.0,23
2031,Interferência de Terceiro,Abalroamento,2.1,9
2032,Via Permanente,Descarrilamento,1.0,13
2033,Interferência de Terceiro,Atropelamento,1.5,8
2034,Interferência de Terceiro,Atropelamento,0.0,11
2035,Via Permanente,Descarrilamento,3.8,2
2036,Interferência de Terceiro,Abalroamento,0.0,13
2037,Interferência de Terceiro,Atropelamento,4.0,12
2038,Interferência de Terceiro,Abalroamento,0.0,13
2039,Interferência de Terceiro,Atropelamento,1.3,1
2040,Interferência de Terceiro,Atropelamento,0.0,16
2041,Interferência de Terceiro,Atropelamento,0.2,20
2042,Interferência de Terceiro,Abalroamento,2.0,11
2043,Interferência de Terceiro,Abalroamento,0.0,13
2044,Interferência de Terceiro,Abalroamento,0.0,2
2045,Interferência de Terceiro,Abalroamento,0.3,16
2046,Interferência de Terceiro,Abalroamento,0.0,19
2047,Interferência de Terceiro,Abalroamento,0.4,15
2048,Interferência de Terceiro,Abalroamento,0.5,18
2049,Interferência de Terceiro,Atropelamento,0.0,13
2050,Via Permanente,Descarrilamento,15.3,0
2051,Interferência de Terceiro,Atropelamento,3.5,12
2052,Via Permanente,Descarrilamento,4.7,23
2053,Material Rodante,Descarrilamento,28.8,5
2054,Interferência de Terceiro,Abalroamento,0.5,7
2055,Via Permanente,Descarrilamento,0.0,8
2056,Interferência de Terceiro,Atropelamento,0.0,8
2057,Interferência de Terceiro,Atropelamento,0.7,11
2058,Interferência de Terceiro,Abalroamento,0.0,23
2059,Interferência de Terceiro,Abalroamento,0.4,13
2060,Falha Humana,Colisão,22.0,17
2061,Via Permanente,Descarrilamento,3.1,6
2062,Interferência de Terceiro,Atropelamento,0.0,8
2063,Via Permanente,Descarrilamento,0.0,11
2064,Interferência de Terceiro,Abalroamento,3.0,11
2065,Interferência de Terceiro,Atropelamento,1.0,13
2066,Interferência de Terceiro,Abalroamento,1.0,17
2067,Material Rodante,Descarrilamento,7.3,17
2068,Interferência de Terceiro,Atropelamento,3.5,9
2069,Interferência de Terceiro,Abalroamento,0.5,12
2070,Interferência de Terceiro,Atropelamento,0.3,14
2071,Via Permanente,Descarrilamento,0.0,6
2072,Interferência de Terceiro,Atropelamento,0.0,12
2073,Interferência de Terceiro,Atropelamento,0.0,14
2074,Interferência de Terceiro,Abalroamento,0.9,17
2075,Interferência de Terceiro,Abalroamento,0.4,5
2076,Casos Fortuitos ou de Força Maior,Descarrilamento,67.0,8
2077,Interferência de Terceiro,Atropelamento,2.0,9
2078,Interferência de Terceiro,Atropelamento,0.2,10
2079,Interferência de Terceiro,Atropelamento,0.9,11
2080,Interferência de Terceiro,Atropelamento,2.0,20
2081,Interferência de Terceiro,Atropelamento,2.3,22
2082,Interferência de Terceiro,Atropelamento,4.0,3
2083,Interferência de Terceiro,Abalroamento,2.3,14
2084,Interferência de Terceiro,Atropelamento,0.0,14
2085,Interferência de Terceiro,Abalroamento,2.0,8
2086,Interferência de Terceiro,Atropelamento,2.9,13
2087,Interferência de Terceiro,Atropelamento,0.0,14
2088,Interferência de Terceiro,Atropelamento,0.0,9
2089,Interferência de Terceiro,Abalroamento,2.0,12
2090,Interferência de Terceiro,Atropelamento,0.0,16
2091,Interferência de Terceiro,Atropelamento,0.0,11
2092,Material Rodante,Descarrilamento,5.0,14
2093,Interferência de Terceiro,Atropelamento,1.0,17
2094,Via Permanente,Descarrilamento,24.0,6
2095,Interferência de Terceiro,Atropelamento,3.0,8
2096,Via Permanente,Descarrilamento,3.1,8
2097,Interferência de Terceiro,Abalroamento,2.2,0
2098,Interferência de Terceiro,Atropelamento,0.3,4
2099,Interferência de Terceiro,Atropelamento,1.3,13
2100,Interferência de Terceiro,Abalroamento,2.0,16
2101,Material Rodante,Descarrilamento,4.0,19
2102,Interferência de Terceiro,Abalroamento,0.8,4
2103,Via Permanente,Descarrilamento,4.5,7
2104,Interferência de Terceiro,Abalroamento,0.0,18
2105,Interferência de Terceiro,Abalroamento,0.0,11
2106,Interferência de Terceiro,Atropelamento,3.0,6
2107,Via Permanente,Descarrilamento,5.6,17
2108,Interferência de Terceiro,Atropelamento,2.0,17
2109,Material Rodante,Descarrilamento,0.0,17
2110,Interferência de Terceiro,Abalroamento,0.4,8
2111,Via Permanente,Descarrilamento,4.5,14
2112,Interferência de Terceiro,Abalroamento,0.0,16
2113,Interferência de Terceiro,Abalroamento,2.1,13
2114,Interferência de Terceiro,Abalroamento,2.3,8
2115,Interferência de Terceiro,Abalroamento,0.1,22
2116,Via Permanente,Descarrilamento,7.3,14
2117,Interferência de Terceiro,Abalroamento,6.0,6
2118,Interferência de Terceiro,Atropelamento,2.1,0
2119,Interferência de Terceiro,Abalroamento,0.0,6
2120,Interferência de Terceiro,Atropelamento,1.0,14
2121,Interferência de Terceiro,Abalroamento,0.2,6
2122,Interferência de Terceiro,Abalroamento,0.0,9
2123,Interferência de Terceiro,Atropelamento,0.7,16
2124,Interferência de Terceiro,Abalroamento,0.2,19
2125,Interferência de Terceiro,Atropelamento,1.1,1
2126,Interferência de Terceiro,Atropelamento,2.5,22
2127,Interferência de Terceiro,Abalroamento,0.1,13
2128,Interferência de Terceiro,Atropelamento,0.9,14
2129,Interferência de Terceiro,Atropelamento,3.0,23
2130,Interferência de Terceiro,Abalroamento,0.0,12
2131,Interferência de Terceiro,Atropelamento,0.0,4
2132,Interferência de Terceiro,Abalroamento,5.0,17
2133,Interferência de Terceiro,Atropelamento,0.0,22
2134,Interferência de Terceiro,Abalroamento,1.3,3
2135,Via Permanente,Descarrilamento,10.0,13
2136,Interferência de Terceiro,Abalroamento,1.0,2
2137,Interferência de Terceiro,Atropelamento,1.2,3
2138,Interferência de Terceiro,Abalroamento,0.0,4
2139,Interferência de Terceiro,Atropelamento,0.3,7
